City_Name,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,Borehole_Ksat_cmhr,BoreholeMeasurementDepth_cm,UpperDepth_cm,LowerDepth_cm,Kunsat_cmh,Park_Name,Latitude,Longitude,Land_Use,Sample_Layer,Surface_Subsurface,Layer_Designation,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,ParentMaterials,Color,Primary_Color,Hue,Value,Chroma,numeric_texture,Texture,Predicted_Sand,Predicted_silt,Predicted_clay,Percent_Sand,Percent_Silt,Percent_Clay,VC_Sand_Percent,C_Sand_Percent,M_Sand_Percent,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,pHpH_Res_entry,M3_P_ppm,M3_K_ppm,M3_Mg_ppm,M3_Ca_ppm,pH_Acidity_Index,M3_CEC,K_Saturation_Percent,Mg_Saturation_Percent,Ca_Saturation_Percent,Salts,Exchangeable_Na,Zinc_ppm,Copper_ppm,Sulfur_ppm,Percent_Carbon,Percent_Nitrogen
Cleveland,CLS52,CLP110,CLS52CLP110L1,,,,,0.39,,41.42,-81.71,NATIVE,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS52,CLP110,CLS52CLP110L2,0.044376465,49,,,,,41.42,-81.71,NATIVE,2,Subsurface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS52,CLP109,CLS52CLP109L1,,,,,,,41.42,-81.71,FILL,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS52,CLP109,CLS52CLP109L2,4.98529249,112,,,,,41.42,-81.71,FILL,2,Subsurface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS53,CLP111,CLS53CLP111L1,4.7795,0,0,24,,Lakeview Cemertary,41.51,-81.6,FILL,1,Surface,Surface,24,,A,A,Glacial Till,10YR 4/2,10YR 4/2,10YR,4,2,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS53,CLP111,CLS53CLP111L2,,,24,53,,Lakeview Cemertary,41.51,-81.6,FILL,2,Subsurface,,29,,Bt,B,,10YR 5/3,10YR 5/3,10YR,5,3,NA,sicl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS53,CLP111,CLS53CLP111L3,,,53,88,,Lakeview Cemertary,41.51,-81.6,FILL,3,Subsurface,,35,,Btg1,B,,10YR 5/2,10YR 5/2,10YR,5,2,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS53,CLP111,CLS53CLP111L4,,,88,150,,Lakeview Cemertary,41.51,-81.6,FILL,4,Subsurface,,62,,Btg2,B,,10YR 6/2,10YR 6/2,10YR,6,2,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS53,CLP111,CLS53CLP111L5,,,150,200,,Lakeview Cemertary,41.51,-81.6,FILL,5,Subsurface,,50,,Btxg,B,,10YR 7/1,10YR 7/1,10YR,7,1,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP112,CLS54CLP112L1,,,0,18,,Glenville Recreation Area,41.54,-81.61,FILL,1,Surface,Surface,18,,^A,A,Anthropogenic over Residual,10YR 4/2,10YR 4/2,10YR,4,2,NA,l,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP112,CLS54CLP112L2,,,18,78,,Glenville Recreation Area,41.54,-81.61,FILL,2,Subsurface,,60,,^C,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,scl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP112,CLS54CLP112L3,,,78,142,,Glenville Recreation Area,41.54,-81.61,FILL,3,Subsurface,,64,,2C1,C,,10YR 6/3,10YR 6/3,10YR,6,3,NA,sicl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP112,CLS54CLP112L4,,,142,154,,Glenville Recreation Area,41.54,-81.61,FILL,4,Subsurface,,12,,2C2,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sic,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP112,CLS54CLP112L5,,,154,220,,Glenville Recreation Area,41.54,-81.61,FILL,5,Subsurface,,66,,3Cr,C,,5B 6/1,5B 6/1,5B,6,1,NA,**R,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L1,,,0,24,,Glenville Recreation Area,41.54,-81.61,FILL,1,Surface,Surface,24,,^A1,A,Anthropogenic over Aeolian over Outwash,10YR 4/4,10YR 4/4,10YR,4,4,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L2,,,24,38,,Glenville Recreation Area,41.54,-81.61,FILL,2,Subsurface,,14,,^A2u,A,,10YR 2/1,10YR 2/1,10YR,2,1,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L3,,,38,132,,Glenville Recreation Area,41.54,-81.61,FILL,3,Subsurface,,94,,2C1,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L4,0.002540032,151,132,158,,Glenville Recreation Area,41.54,-81.61,FILL,4,Subsurface,HR 1,26,132,3C2,C,,10YR 3/2,10YR 3/2,10YR,3,2,NA,sicl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L5,,,158,192,,Glenville Recreation Area,41.54,-81.61,FILL,5,Subsurface,,34,,3C3,C,,10YR 3/2; 10YR 5/8,10YR 3/2,10YR,3,2,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS54,CLP113,CLS54CLP113L6,,,192,200,,Glenville Recreation Area,41.54,-81.61,FILL,6,Subsurface,,8,,3C4,C,,N 5/,N 5/,N,5,0,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L1,1.317077448,0,0,45,,Orr Park,41.51,-81.62,NATIVE,1,Surface,Surface,45,,^C1,C,Anthropogenic,10YR 5/4,10YR 5/4,10YR,5,4,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L2,,,45,118,,Orr Park,41.51,-81.62,NATIVE,2,Subsurface,,73,,^C2,C,,10YR 5/8; 2.5Y 6/2,10YR 5/8,10YR,5,8,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,30,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L3,,,118,128,,Orr Park,41.51,-81.62,NATIVE,3,Subsurface,,10,,^C3,C,,10YR 4/3,10YR 4/3,10YR,4,3,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L4,,,128,150,,Orr Park,41.51,-81.62,NATIVE,4,Subsurface,,22,,^C4u,C,,10YR 6/4,10YR 6/4,10YR,6,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L5,,,150,185,,Orr Park,41.51,-81.62,NATIVE,5,Subsurface,,35,,^C5u,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L6,,,185,277,,Orr Park,41.51,-81.62,NATIVE,6,Subsurface,,92,,^C6,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS55,CLP114,CLS55CLP114L7,,,277,310,,Orr Park,41.51,-81.62,NATIVE,7,Subsurface,,33,,^C7u,C,,10YR 2/1,10YR 2/1,10YR,2,1,NA,**R,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP115,CLS56CLP115L1,,,0,17,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,1,Surface,Surface,17,,^A,A,Anthropogenic over Glacial Outwash over Sandy Glacial Outwash',10YR 4/3,10YR 4/3,10YR,4,3,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP115,CLS56CLP115L2,,,17,50,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,2,Subsurface,,33,,2C1,C,,2.5Y 5/4,2.5Y 5/4,2.5Y,5,4,NA,sicl,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP115,CLS56CLP115L3,0,119,50,216,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,3,Subsurface,HR 1,166,50,2C2,C,,10YR 6/1,10YR 6/1,10YR,6,1,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP115,CLS56CLP115L4,,,216,303,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,4,Subsurface,,87,,2C3,C,,2.5Y 6/1; 2.5Y 3/1,2.5Y 6/1,2.5Y,6,1,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP115,CLS56CLP115L5,,,303,320,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,5,Subsurface,,17,,3C4,C,,10YR 6/6,10YR 6/6,10YR,6,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS56,CLP116,CLS56CLP116L1,,,0,,,Rockefeller Park Lagoon,41.51,-81.62,NATIVE,1,Surface,Surface,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L1,,,0,30,,Carrie Cain Playground,41.52,-81.63,NATIVE,1,Surface,Surface,30,,^Au,A,Anthropogenic over Aeolian Sands,10YR 4/3,10YR 4/3,10YR,4,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,35,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L2,,,30,50,,Carrie Cain Playground,41.52,-81.63,NATIVE,2,Subsurface,,20,,^A,A,,10YR 4/4,10YR 4/4,10YR,4,4,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L3,,,50,70,,Carrie Cain Playground,41.52,-81.63,NATIVE,3,Subsurface,,20,,2C1,C,,10YR 7/3,10YR 7/3,10YR,7,3,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L4,,,70,130,,Carrie Cain Playground,41.52,-81.63,NATIVE,4,Subsurface,,60,,2C2,C,,10YR 6/8,10YR 6/8,10YR,6,8,NA,lfs,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L5,0.835165686,145,130,160,,Carrie Cain Playground,41.52,-81.63,NATIVE,5,Subsurface,HR 1,30,130,2C3,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,lfs,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP117,CLS57CLP117L6,,,160,200,,Carrie Cain Playground,41.52,-81.63,NATIVE,6,Subsurface,,40,,2C4,C,,10YR 4/4; 10YR 7/2,10YR 4/4,10YR,4,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS57,CLP118,CLS57CLP118L1,,,,,,Carrie Cain Playground,41.52,-81.63,NATIVE,1,Subsurface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP120,CLS58CLP120L1,,,0,30,,Sam Miller Park,41.54,-81.63,NATIVE,1,Surface,Surface,30,,^A,A,Anthropogenic over Aeolian Sands,10YR 3/2,10YR 3/2,10YR,3,2,NA,l,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP120,CLS58CLP120L2,,,30,68,,Sam Miller Park,41.54,-81.63,NATIVE,2,Subsurface,,38,,2C1,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP120,CLS58CLP120L3,,,68,120,,Sam Miller Park,41.54,-81.63,NATIVE,3,Subsurface,,52,,2C2,C,,10YR 3/4,10YR 3/4,10YR,3,4,NA,lcs,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP120,CLS58CLP120L4,,,120,190,,Sam Miller Park,41.54,-81.63,NATIVE,4,Subsurface,,70,,2C3,C,,10YR 8/7,10YR 8/7,10YR,8,7,NA,s,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP119,CLS58CLP119L1,,,0,20,,Sam Miller Park,41.54,-81.63,NATIVE,1,Surface,Surface,20,,^A,A,Anthropogenic over Aeolian Sands,10YR 3/3,10YR 3/3,10YR,3,3,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP119,CLS58CLP119L2,,,20,50,,Sam Miller Park,41.54,-81.63,NATIVE,2,Subsurface,,30,,2C1,C,,10YR 6/8,10YR 6/8,10YR,6,8,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP119,CLS58CLP119L3,,,50,130,,Sam Miller Park,41.54,-81.63,NATIVE,3,Subsurface,,80,,2C2,C,,10YR 5/6; 10YR 3/3; 7.5YR 3/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,15,,,,,,,,,,,,,,,,,
Cleveland,CLS58,CLP119,CLS58CLP119L4,1.712368418,147,130,185,,Sam Miller Park,41.54,-81.63,NATIVE,4,Subsurface,HR 1,55,130,2C3,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP122,CLS59CLP122L1,,,,,,Hyacinth Park,41.48,-81.65,NATIVE,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L1,,,0,32,,Hyacinth Park,41.48,-81.65,NATIVE,1,Surface,Surface,32,,^A,A,Anthropogenic over Lacustrine over Aeolian Sands,10YR 4/3,10YR 4/3,10YR,4,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L2,,,32,53,,Hyacinth Park,41.48,-81.65,NATIVE,2,Subsurface,,21,,^C,C,,10YR 4/6,10YR 4/6,10YR,4,6,NA,l,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L3,,,53,112,,Hyacinth Park,41.48,-81.65,NATIVE,3,Subsurface,,59,,2Bt,B,,10YR 5/4,10YR 5/4,10YR,5,4,NA,cl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L4,1.034183017,119,112,162,,Hyacinth Park,41.48,-81.65,NATIVE,4,Subsurface,HR 1,50,112,2C1,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L5,,,162,183,,Hyacinth Park,41.48,-81.65,NATIVE,5,Subsurface,,21,,3C2,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L6,,,183,224,,Hyacinth Park,41.48,-81.65,NATIVE,6,Subsurface,,41,,4C3,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,lcs,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS59,CLP121,CLS59CLP121L7,,,224,252,,Hyacinth Park,41.48,-81.65,NATIVE,7,Subsurface,,28,,4C4,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP123,CLS60CLP123L1,,,0,45,0.42,Tremont Valley Playfield,41.47,-81.69,NATIVE,1,Surface,Surface,45,,^Au,A,Anthropogenic over Glacial Outwash,10YR 3/1,10YR 3/1,10YR,3,1,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP123,CLS60CLP123L2,,,45,90,,Tremont Valley Playfield,41.47,-81.69,NATIVE,2,Subsurface,,45,,2C1,C,,10YR 5/8,10YR 5/8,10YR,5,8,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,40,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP123,CLS60CLP123L3,1.562437328,94,90,225,,Tremont Valley Playfield,41.47,-81.69,NATIVE,3,Subsurface,,135,,2C2,C,,10YR 3/4,10YR 3/4,10YR,3,4,NA,cs,#REF!,#REF!,#REF!,,,,,,,,,70,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP123,CLS60CLP123L4,,,225,231,,Tremont Valley Playfield,41.47,-81.69,NATIVE,4,Subsurface,,6,,2C3,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,l,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP123,CLS60CLP123L5,,,231,242,,Tremont Valley Playfield,41.47,-81.69,NATIVE,5,Subsurface,,11,,2C4,C,,10YR 3/4,10YR 3/4,10YR,3,4,NA,cs,#REF!,#REF!,#REF!,,,,,,,,,70,,,,,,,,,,,,,,,,,
Cleveland,CLS60,CLP124,CLS60CLP124L1,,,,,0.42,Tremont Valley Playfield,41.47,-81.69,NATIVE,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L1,,,0,23,2.25,Lincoln Park,41.48,-81.69,NATIVE,1,Surface,Surface,23,,^Ap,A,Anthropogenic over Glacial Outwash over Lacustrine,10YR 3/3,10YR 3/3,10YR,3,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L2,,,23,50,,Lincoln Park,41.48,-81.69,NATIVE,2,Subsurface,,27,,^C/A,CA,,10YR 4/4,10YR 4/4,10YR,4,4,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,30,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L3,,,50,114,,Lincoln Park,41.48,-81.69,NATIVE,3,Subsurface,,64,,2C1,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,45,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L4,15.45308084,115,114,160,,Lincoln Park,41.48,-81.69,NATIVE,4,Subsurface,HR 1,46,114,2C2,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,50,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L5,,,160,228,,Lincoln Park,41.48,-81.69,NATIVE,5,Subsurface,,68,,2C3,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,s,#REF!,#REF!,#REF!,,,,,,,,,60,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP125,CLS61CLP125L6,,,228,232,,Lincoln Park,41.48,-81.69,NATIVE,6,Subsurface,,4,,3C4,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,sil,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP126,CLS61CLP126L1,,,0,28,2.42,Lincoln Park,41.48,-81.69,NATIVE,1,Surface,Surface,28,,^C1u,C,Anthopogenic,2.5YR 5/8,2.5YR 5/8,2.5YR,5,8,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,35,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP126,CLS61CLP126L2,,,28,90,,Lincoln Park,41.48,-81.69,NATIVE,2,Subsurface,,62,,^C2u,C,,2.5YR 5/8; 2.5YR 2.5/1,2.5YR 5/8,2.5YR,5,8,NA,**R,#REF!,#REF!,#REF!,,,,,,,,,70,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP126,CLS61CLP126L3,,,90,115,,Lincoln Park,41.48,-81.69,NATIVE,3,Subsurface,,25,,^C3u,C,,10YR 5/8,10YR 5/8,10YR,5,8,NA,sl,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS61,CLP126,CLS61CLP126L4,,,115,270,,Lincoln Park,41.48,-81.69,NATIVE,4,Subsurface,,155,,^C4u,C,,10YR 6/4,10YR 6/4,10YR,6,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS62,CLP128,CLS62CLP128L1,,,,,0.84,Abbey Park,41.49,-81.7,NATIVE,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS62,CLP127,CLS62CLP127L1,,,0,30,3.43,Abbey Park,41.49,-81.7,NATIVE,1,Surface,Surface,30,,A,A,Glacial Outwash over Lacustrine,10YR 4/4,10YR 4/4,10YR,4,4,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS62,CLP127,CLS62CLP127L2,,,30,68,,Abbey Park,41.49,-81.7,NATIVE,2,Subsurface,,38,,Bt,B,,10YR 5/3,10YR 5/3,10YR,5,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,10,,,,,,,,,,,,,,,,,
Cleveland,CLS62,CLP127,CLS62CLP127L3,,,68,116,,Abbey Park,41.49,-81.7,NATIVE,3,Subsurface,,48,,C1,C,,7.5YR 5/6,7.5YR 5/6,7.5YR,5,6,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS62,CLP127,CLS62CLP127L4,1.391881671,162,116,230,,Abbey Park,41.49,-81.7,NATIVE,4,Subsurface,HR 1,114,116,2C2,C,,10YR 5/3,10YR 5/3,10YR,5,3,NA,sic,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP130,CLS63CLP130L1,,,,,2.78,Loew Park,41.42,-81.7,NATIVE,1,Surface,,,,,,,,,,,,NA,,#REF!,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L1,,,0,30,1.29,Loew Park,41.42,-81.7,NATIVE,1,Surface,Surface,30,,^A,A,Anthropgenic over Glacial Outwash over Aeolian,10YR 3/3,10YR 3/3,10YR,3,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L2,,,30,60,,Loew Park,41.42,-81.7,NATIVE,2,Subsurface,,30,,^Cu,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,25,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L3,,,60,140,,Loew Park,41.42,-81.7,NATIVE,3,Subsurface,,80,,2C1,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,lfs,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L4,0.015738838,143,140,160,,Loew Park,41.42,-81.7,NATIVE,4,Subsurface,HR 1,20,140,2C2,C,,10YR 7/3,10YR 7/3,10YR,7,3,NA,fsl,#REF!,#REF!,#REF!,,,,,,,,,5,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L5,,,160,210,,Loew Park,41.42,-81.7,NATIVE,5,Subsurface,,50,,2C3,C,,10YR 7/1,10YR 7/1,10YR,7,1,NA,scl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS63,CLP129,CLS63CLP129L6,,,210,240,,Loew Park,41.42,-81.7,NATIVE,6,Subsurface,,30,,3C4,C,,10YR 6/4; 10YR 5/6; 10YR 7/2,10YR 6/4,10YR,6,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS64,CLP131,CLS64CLP131L1,,,0,45,0,Irma Park,41.44,-81.64,NATIVE,1,Surface,Surface,45,,^Au,A,Anthropogenic,2.5Y 4/3,2.5Y 4/3,2.5Y,4,3,NA,l,#REF!,#REF!,#REF!,,,,,,,,,20,,,,,,,,,,,,,,,,,
Cleveland,CLS64,CLP131,CLS64CLP131L2,,,45,87,,Irma Park,41.44,-81.64,NATIVE,2,Subsurface,,42,,^C1,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS64,CLP131,CLS64CLP131L3,,,87,93,,Irma Park,41.44,-81.64,NATIVE,3,Subsurface,,6,,^C2,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,vfsl,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS64,CLP131,CLS64CLP131L4,,,93,100,,Irma Park,41.44,-81.64,NATIVE,4,Subsurface,,7,,^C3,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cleveland,CLS64,CLP131,CLS64CLP131L5,,,100,124,,Irma Park,41.44,-81.64,NATIVE,5,Subsurface,,24,,^C4,C,,10YR 5/3,10YR 5/3,10YR,5,3,NA,ls,#REF!,#REF!,#REF!,,,,,,,,,0,,,,,,,,,,,,,,,,,
